ds,yhat,yhat_lower,yhat_upper
2023-01-01,0.0,0.0,3.65724184839204
2023-01-08,0.2990561458530956,0.0,5.0868995770642655
2023-01-15,1.4622863181740975,0.0,6.285990914494757
2023-01-22,1.2892714660427904,0.0,5.721169747138642
2023-01-29,0.5188156780585387,0.0,5.141260071675825
2023-02-05,0.3315482145687767,0.0,5.109387242641697
2023-02-12,0.8498342351554453,0.0,5.9150387344296105
2023-02-19,1.1141465980227072,0.0,5.844909544139619
2023-02-26,0.4563214721982931,0.0,5.2130557011841
2023-03-05,0.0,0.0,4.354196966894335
2023-03-12,0.0,0.0,3.7427466983022373
2023-03-19,0.021244948124079954,0.0,4.801671079767525
2023-03-26,0.8937234081760566,0.0,5.799727047037268
2023-04-02,0.9073343188309551,0.0,6.071837764778299
2023-04-09,0.29950055827319577,0.0,4.97484979661937
2023-04-16,0.08171565511522028,0.0,4.9870858607175395
2023-04-23,0.6084997407858102,0.0,5.168068109814643
2023-04-30,1.0307818360195027,0.0,5.6250637930419725
2023-05-07,0.4506372072382079,0.0,5.447397592502186
2023-05-14,0.0,0.0,4.316577622258539
2023-05-21,0.0,0.0,4.219248779060359
2023-05-28,1.3198595681142815,0.0,5.9072330885643485
2023-06-04,4.309087954658843,0.0,9.158511151726705
2023-06-11,6.263757950037789,1.6906212723097458,11.16232246850483
2023-06-18,6.2955393441235525,1.7249019452413559,10.684369026788948
2023-06-25,5.535785928147851,0.44377399362847125,10.040800979304988
2023-07-02,5.706056980062048,1.2675677440294373,10.607056606613888
2023-07-09,7.080806686377086,2.5654252253479823,12.348732391851946
2023-07-16,8.249572687171403,3.80525619879919,12.972761966000842
2023-07-23,7.913019317038682,3.2459435076489562,12.729646642415616
2023-07-30,6.519692356564479,1.8994978154005617,11.21875845872206
2023-08-06,5.772773278217927,0.6706803930738356,10.745638132036483
2023-08-13,6.594484986692031,2.3055402601175583,11.672797992330056
2023-08-20,7.948486608500436,3.095727686141072,12.727597813886655
2023-08-27,7.888440268095541,3.3965093718081287,12.883464458427555
2023-09-03,5.640966427013435,0.941042511225634,10.650786786305781
2023-09-10,2.4494199563697827,0.0,6.840304557510326
2023-09-17,0.39500517750491815,0.0,5.251594844646966
2023-09-24,0.5672436614587864,0.0,5.01070783000894
2023-10-01,2.366680977741101,0.0,7.1570934271168545
2023-10-08,4.271504348940135,0.0,8.99361679643116
