ds,yhat,yhat_lower,yhat_upper
2024-01-28,2.3144971021351695,0.0,6.988889872801855
2024-02-04,2.9434496625869175,0.0,7.7950253118386374
2024-02-11,3.4551912784335275,0.0,8.358710422034898
2024-02-18,3.5342932836180867,0.0,8.265319026738066
2024-02-25,2.652417634762802,0.0,6.946599552905053
2024-03-03,2.028644298913186,0.0,6.729864674174064
2024-03-10,0.17764395580893755,0.0,4.485103619761921
2024-03-17,1.9174539471545322,0.0,6.12321814950683
2024-03-24,2.6992630555553196,0.0,7.4213176491423685
2024-03-31,3.476131997097034,0.0,8.028040837034748
2024-04-07,3.3347238463586972,0.0,8.180308755520006
2024-04-14,1.1441022963550438,0.0,5.74573618597869
2024-04-21,2.852315805785373,0.0,7.311852101911009
2024-04-28,4.159229880567478,0.0,8.725409251205091
2024-05-05,2.0149633357909544,0.0,6.65952334626753
2024-05-12,1.5738632246195534,0.0,6.389758179774273
2024-05-19,1.0024446162456,0.0,5.831781485817219
2024-05-26,2.803226587549318,0.0,7.350249347133676
2024-06-02,5.6452420305062,0.9419100654232425,10.250149086298777
2024-06-09,8.99764444921397,4.28332990951453,14.119543506002985
2024-06-16,9.623077352669625,4.8915105810150905,14.444761163235352
2024-06-23,8.486612281784573,3.9514909508044624,13.484141016472961
2024-06-30,8.441047258447396,3.769115318593428,12.95976275032757
2024-07-07,8.920989463672047,4.2514847174280295,13.95386764104446
2024-07-14,10.274011243719315,5.3323939284264705,14.743657942153492
2024-07-21,10.538446919638858,6.145867245072226,14.939158450911057
2024-07-28,8.910142348524413,4.6387284799132384,13.67499373530354
2024-08-04,7.683779276177358,3.1333035835060996,12.307598163388066
2024-08-11,8.507794796486614,3.910098057908206,13.48910873417912
2024-08-18,9.502536693842494,4.759746088655561,14.321606346744185
2024-08-25,10.271614589450268,5.771724742917693,14.815427195711662
2024-09-01,8.159161356922114,3.524949295172285,12.78378065062233
2024-09-08,5.198292215922628,0.5515250787488782,9.748445282813785
2024-09-15,3.488409072236072,0.0,8.004913730540318
2024-09-22,2.0471763701649732,0.0,6.519756768324955
2024-09-29,3.882206401265756,0.0,8.129370638811816
2024-10-06,6.065279621200758,1.0188751596952852,10.548933284952366
2024-10-13,8.316217669384727,3.791575529226294,12.989328236874265
2024-10-20,6.838202340431942,1.8929965283999273,11.233095078923995
2024-10-27,4.238233147958656,0.0,9.086061865610219
2024-11-03,3.003190312325029,0.0,7.815910260930763
2024-11-10,1.7686212208949295,0.0,6.44409603131203
2024-11-17,3.11797069647041,0.0,7.693803308086581
2024-11-24,5.24717519734774,0.9043896806779003,10.185639731469484
2024-12-01,5.939823397980049,1.0926557401571408,10.666292042054778
2024-12-08,6.754645011586581,2.3874083910651867,11.551846663432576
2024-12-15,4.721122192472307,0.05565509886068537,9.298760073108925
2024-12-22,2.2225499662484185,0.0,6.938587001070173
2024-12-29,2.319914135411826,0.0,7.028469110633369
2025-01-05,3.1459079160675687,0.0,7.707922450374399
2025-01-12,5.4492910066679245,1.017759848652232,10.016907828484108
2025-01-19,5.62010608942247,1.2631193482767489,10.373913675931087
2025-01-26,4.988872372906733,0.31022823466754385,9.70584647449658
2025-02-02,4.666714315119184,0.0,9.270541349685889
2025-02-09,5.19433780315737,0.15708301646253892,9.827491144095681
2025-02-16,5.451637991326721,0.5822365449669784,10.239918131218289
2025-02-23,4.551111196026522,0.0,9.061094834833717
2025-03-02,3.7445494895798603,0.0,8.329772606621567
